Number,Name,Theme - Subtheme,Year,Pieces,Minifigs
21126-1,The Wither,Minecraft - Minifig-scale,2016,318,3
21127-1,The Fortress,Minecraft - Minifig-scale,2016,984,4
21128-1,The Village,Minecraft - Minifig-scale,2016,1600,8
21305-1,Maze,Ideas,2016,769,
21306-1,The Beatles Yellow Submarine,Ideas - Licensed,2016,553,5
21307-1,Caterham Seven 620R,Ideas - Licensed,2016,771,
30277-1,First Order Star Destroyer,Star Wars - The Force Awakens,2016,56,
30278-1,Poe's X-wing Fighter,Star Wars - The Force Awakens,2016,64,
30279-1,Kylo Ren's Command Shuttle,Star Wars - The Force Awakens,2016,43,
30321-1,Duck,Duplo,2016,4,
30322-0,Wildlife {Random bag},Duplo,2016,7,
30322-2,Wildlife - Polar Bear,Duplo,2016,4,
30322-3,Wildlife - Penguin,Duplo,2016,4,
30322-4,Wildlife - Tortoise,Duplo,2016,4,
30322-5,Wildlife - Lion Cub,Duplo,2016,4,
30322-6,Wildlife - Elephant,Duplo,2016,4,
30346-1,Prison Island Helicopter,City - Prison Island,2016,46,1
30347-1,Fire Car,City - Fire,2016,53,1
30348-1,Mini Dumper,City - Construction,2016,45,1
30349-1,Sports Car,City - Traffic,2016,47,1
30350-1,Volcano Jackhammer,City - Volcano Explorers,2016,53,1
30371-1,Knight's Cycle,Nexo Knights - Miscellaneous,2016,42,1
30372-1,Robin's Mini Fortrex,Nexo Knights - Miscellaneous,2016,45,1
30373-1,Knighton Hyper Cannon,Nexo Knights - Miscellaneous,2016,47,1
30374-1,The Lava Slinger,Nexo Knights - Miscellaneous,2016,40,1
30375-1,Sira's Adventurous Airglider,Elves,2016,24,1
30396-1,Cupcake Stall,Friends,2016,28,1
30397-1,Olaf's Summertime Fun,Disney - Frozen,2016,48,1
30398-1,Adventure Camp Bridge,Friends - Adventure Camp,2016,37,1
30399-1,Bowling Alley,Friends - Amusement Park,2016,51,1
30421-1,Skybound Plane,Ninjago - Skybound,2016,30,1
30422-1,Kai's Mini Dragon,Ninjago - Skybound,2016,39,1
30423-1,Anchor-Jet,Ninjago - Skybound,2016,38,1
30424-1,WU-CRU Training Dojo,Ninjago - General,2016,43,2
30446-1,The Batmobile,DC Comics Super Heroes - DC Extended Universe,2016,63,
30447-1,Captain America's Motorcycle,Marvel Super Heroes - Captain America: Civil War,2016,25,1
30448-1,Spider-Man vs. The Venom Symbiote,Marvel Super Heroes - Ultimate Spider-Man,2016,49,1
30471-1,Helicopter,Creator,2016,47,
30472-1,Parrot,Creator,2016,43,
30473-1,Racer,Juniors - City,2016,30,1
30474-1,Reindeer,Creator - Seasonal,2016,77,
30601-1,Scooby-Doo,Scooby-Doo,2016,2,
30602-1,First Order Stormtrooper,Star Wars - The Force Awakens,2016,7,1
30603-1,Batman Classic TV Series - Mr. Freeze,DC Comics Super Heroes - Batman Classic TV Series,2016,16,1
30604-1,Cosmic Boy,DC Comics Super Heroes,2016,7,1
30605-1,Finn (FN-2187),Star Wars - The Force Awakens,2016,5,1
30606-1,Nightwing,DC Comics Super Heroes - Batman,2016,6,1
31040-1,Desert Racers,Creator,2016,65,
31041-1,Construction Vehicles,Creator,2016,64,
31042-1,Super Soarer,Creator,2016,100,
31043-1,Chopper Transporter,Creator,2016,124,
31044-1,Park Animals,Creator,2016,202,
31045-1,Ocean Explorer,Creator,2016,213,
31046-1,Fast Car,Creator,2016,222,
31047-1,Propeller Plane,Creator,2016,230,
31048-1,Lakeside Lodge,Creator,2016,368,1
31049-1,Twin Spin Helicopter,Creator,2016,326,
31050-1,Corner Deli,Creator,2016,467,2
31051-1,Lighthouse Point,Creator,2016,528,2
31052-1,Vacation Getaways,Creator,2016,792,2
31053-1,Treehouse Adventures,Creator,2016,387,2
40127-2,Space Shuttle (Uniqlo edition),Promotional - Uniqlo,2016,39,
40128-2,Robot (Uniqlo edition),Promotional - Uniqlo,2016,50,
40130-2,Koala (Uniqlo edition),Promotional - Uniqlo,2016,65,
40131-2,Parrot (Uniqlo edition),Promotional - Uniqlo,2016,55,
40161-1,What am I?,Miscellaneous - Games,2016,536,16
40165-1,Minifigure Wedding Favour Set,Miscellaneous,2016,89,2
40166-1,LEGOLAND Train,Promotional - LEGOLAND,2016,210,4
40167-1,My First Set,Duplo,2016,10,
40179-1,Personalised Mosaic Portrait,Miscellaneous,2016,4502,
40201-1,Valentine's Cupid Dog,Seasonal - Valentine's Day,2016,150,
40202-1,Easter Chick,Seasonal - Easter,2016,111,
40203-1,Vampire and Bat,Seasonal - Halloween,2016,150,
40204-1,Pilgrim's Feast,Seasonal - Thanksgiving,2016,163,
40205-1,Little Elf Helpers,Seasonal - Christmas,2016,238,
40206-1,LEGO Santa,Seasonal - Christmas,2016,155,
40207-1,Year of the Monkey,Seasonal - Chinese New Year,2016,165,
40208-1,Polar Bear,Promotional - Monthly Mini Model Build,2016,40,
40209-1,Snowmobile,Promotional - Monthly Mini Model Build,2016,26,
40210-1,Bunny,Promotional - Monthly Mini Model Build,2016,49,
40211-1,Bee,Promotional - Monthly Mini Model Build,2016,34,
40212-1,Hedgehog,Promotional - Monthly Mini Model Build,2016,39,
40213-1,Seaplane,Promotional - Monthly Mini Model Build,2016,24,
40214-1,Frog,Promotional - Monthly Mini Model Build,2016,60,
40215-1,Apple,Promotional - Monthly Mini Model Build,2016,58,
40216-1,School Bus,Promotional - Monthly Mini Model Build,2016,65,
40217-1,Werewolf,Promotional - Monthly Mini Model Build,2016,52,
40218-1,Fox,Promotional - Monthly Mini Model Build,2016,39,
40219-1,Christmas Present,Promotional - Monthly Mini Model Build,2016,55,
40220-1,London Bus,Creator,2016,118,
40221-1,Fountain,Creator,2016,105,2
40222-1,Christmas Build-Up,Seasonal - Christmas,2016,250,
40223-1,Snowglobe,Seasonal - Christmas,2016,215,1
40225-1,Rio 2016 Mascots,Promotional - Miscellaneous,2016,197,
40226-1,Birthday Buddy,Seasonal - Birthday,2016,133,
40227-1,MSC Meraviglia,Promotional - Miscellaneous,2016,180,
40228-1,Geoffrey & Friends,Promotional - Toys R Us,2016,133,2
41065-1,Rapunzel's Best Day Ever,Disney - Tangled,2016,145,1
41066-1,Anna & Kristoff's Sleigh Adventure,Disney - Frozen,2016,174,2
41067-1,Belle's Enchanted Castle,Disney - Beauty and the Beast,2016,374,8
41068-1,Arendelle Castle Celebration,Disney - Frozen,2016,477,6
41069-1,Treasure's Day at the Pool,Disney - Palace Pets,2016,70,
41110-1,Birthday Party,Friends - Party,2016,191,1
41111-1,Party Train,Friends - Party,2016,109,1
41112-1,Party Cakes,Friends - Party,2016,50,
41113-1,Party Gift Shop,Friends - Party,2016,52,
41114-1,Party Styling,Friends - Party,2016,54,
41115-1,Emma's Creative Workshop,Friends,2016,108,1
41116-1,Olivia's Exploration Car,Friends,2016,185,1
41117-1,Pop Star TV Studio,Friends - Pop Star,2016,194,1
41118-1,Heartlake Supermarket,Friends,2016,313,2
41119-1,Heartlake Cupcake Cafe,Friends,2016,439,2
41120-1,Adventure Camp Archery,Friends - Adventure Camp,2016,114,1
41121-1,Adventure Camp Rafting,Friends - Adventure Camp,2016,320,2
41122-1,Adventure Camp Tree House,Friends - Adventure Camp,2016,726,3
41123-1,Foal's Washing Station,Friends - Vet,2016,77,1
41124-1,Heartlake Puppy Daycare,Friends - Vet,2016,286,2
41125-1,Horse Vet Trailer,Friends - Vet,2016,370,2
41126-1,Heartlake Riding Club,Friends,2016,575,2
41127-1,Amusement Park Arcade,Friends - Amusement Park,2016,174,1
41128-1,Amusement Park Space Ride,Friends - Amusement Park,2016,195,1
41129-1,Amusement Park Hot Dog Van,Friends - Amusement Park,2016,243,2
41130-1,Amusement Park Roller Coaster,Friends - Amusement Park,2016,1124,4
41131-1,Friends Advent Calendar,Friends - Seasonal,2016,218,2
41132-1,Heartlake Party Shop,Friends - Party,2016,176,2
41133-1,Amusement Park Bumper Cars,Friends - Amusement Park,2016,424,2
41134-1,Heartlake Performance School,Friends,2016,774,3
41135-1,Livi's Pop Star House,Friends - Pop Star,2016,597,2
41140-1,Daisy's Beauty Salon,Disney - Palace Pets,2016,98,
41141-1,Pumpkin's Royal Carriage,Disney - Palace Pets,2016,79,
41142-1,Palace Pets Royal Castle,Disney - Palace Pets,2016,186,
41171-1,Emily Jones & the Baby Wind Dragon,Elves,2016,80,1
41172-1,The Water Dragon Adventure,Elves,2016,212,1
41173-1,Elvendale School of Dragons,Elves,2016,230,1
41174-1,The Starlight Inn,Elves,2016,343,2
41175-1,Fire Dragon's Lava Cave,Elves,2016,441,2
41176-1,The Secret Market Place,Elves,2016,691,2
41177-1,The Precious Crystal Mine,Elves,2016,273,2
41178-1,The Dragon Sanctuary,Elves,2016,585,2
41179-1,Queen Dragon's Rescue,Elves,2016,833,2
41180-1,Ragana's Magic Shadow Castle,Elves,2016,1014,3
41490-1,Superman & Wonder Woman,BrickHeadz - DC Comics Super Heroes,2016,220,
41491-1,Batman & The Joker,BrickHeadz - DC Comics Super Heroes,2016,212,
41492-1,Iron Man & Captain America,BrickHeadz - Marvel Super Heroes,2016,184,
41493-1,Black Panther & Doctor Strange,BrickHeadz - Marvel Super Heroes,2016,173,
41554-1,Kuffs,Mixels - Series 7,2016,63,
41555-1,Busto,Mixels - Series 7,2016,69,
41556-1,Tiketz,Mixels - Series 7,2016,62,
41557-1,Camillot,Mixels - Series 7,2016,64,
41558-1,Mixadel,Mixels - Series 7,2016,63,
41559-1,Paladum,Mixels - Series 7,2016,64,
41560-1,Jamzy,Mixels - Series 7,2016,70,
41561-1,Tapsy,Mixels - Series 7,2016,57,
41562-1,Trumpsy,Mixels - Series 7,2016,54,
41563-1,Splasho,Mixels - Series 8,2016,67,
41564-1,Aquad,Mixels - Series 8,2016,70,
41565-1,Hydro,Mixels - Series 8,2016,70,
41566-1,Sharx,Mixels - Series 8,2016,55,
41567-1,Skulzy,Mixels - Series 8,2016,66,
41568-1,Lewt,Mixels - Series 8,2016,62,
41569-1,Surgeo,Mixels - Series 8,2016,63,
41570-1,Skrubz,Mixels - Series 8,2016,68,
41571-1,Tuth,Mixels - Series 8,2016,67,
41572-1,Gobbol,Mixels - Series 9,2016,62,
41573-1,Sweepz,Mixels - Series 9,2016,61,
41574-1,Compax,Mixels - Series 9,2016,66,
41575-1,Cobrax,Mixels - Series 9,2016,64,
41576-1,Spinza,Mixels - Series 9,2016,60,
41577-1,Mysto,Mixels - Series 9,2016,64,
41578-1,Screeno,Mixels - Series 9,2016,73,
41579-1,Camsta,Mixels - Series 9,2016,62,
41580-1,Myke,Mixels - Series 9,2016,63,
42044-1,Display Team Jet,Technic,2016,113,
42045-1,Hydroplane Racer,Technic,2016,180,
42046-1,Getaway Racer,Technic,2016,170,
42047-1,Police Interceptor,Technic,2016,185,
42048-1,Race Kart,Technic,2016,345,
42049-1,Mine Loader,Technic,2016,476,
42050-1,Drag Racer,Technic,2016,647,
42052-1,Heavy Lift Helicopter,Technic,2016,1042,
42053-1,Volvo EW160E,Technic,2016,1166,
42054-1,CLAAS XERION 5000 TRAC VC,Technic,2016,1977,
42055-1,Bucket Wheel Excavator,Technic,2016,3929,
42056-1,Porsche 911 GT3 RS,Technic,2016,2704,
45014-1,StoryTales Set,Education - Duplo,2016,103,6
45016-1,Tubes Experiment Set,Education - Duplo,2016,142,4
45017-1,Playground Set,Education - Duplo,2016,98,6
45018-1,Build Me 'Emotions',Education - Duplo,2016,188,
45019-1,Creative LEGO DUPLO Brick Set,Education - Duplo,2016,160,
45020-1,Creative LEGO Brick Set,Education,2016,1000,
45300-1,WeDo 2.0 Core Set,Education,2016,280,
45301-1,WeDo 2.0 Smart Hub,Education,2016,1,
45302-1,WeDo 2.0 Smarthub Rechargeable Battery,Education,2016,1,
45303-1,WeDo 2.0 Medium Motor,Education,2016,1,
45304-1,WeDo 2.0 Motion Sensor,Education,2016,1,
45305-1,WeDo 2.0 Tilt Sensor,Education,2016,1,
45802-1,Animal Allies,Education - FIRST LEGO League,2016,2161,2
45803-1,Creature Craze Inspire Set,Education - FIRST LEGO League,2016,81,
45811-1,World Robot Olympiad Brick Set,Education,2016,724,
60100-1,Airport Starter Set,City - Airport,2016,81,4
60101-1,Airport Cargo Plane,City - Airport,2016,157,2
60102-1,Airport VIP Service,City - Airport,2016,364,4
60103-1,Airport Air Show,City - Airport,2016,670,6
60104-1,Airport Passenger Terminal,City - Airport,2016,694,6
60105-1,Fire ATV,City - Fire,2016,64,1
60106-1,Fire Starter Set,City - Fire,2016,90,4
60107-1,Fire Ladder Truck,City - Fire,2016,214,2
60108-1,Fire Response Unit,City - Fire,2016,257,3
60109-1,Fire Boat,City - Fire,2016,412,5
60110-1,Fire Station,City - Fire,2016,919,6
60111-1,Fire Utility Truck,City - Fire,2016,368,3
60112-1,Fire Engine,City - Fire,2016,376,3
60113-1,Rally Car,City - Great Vehicles,2016,104,1
60114-1,Race Boat,City - Great Vehicles,2016,95,1
60115-1,4 x 4 Off Roader,City - Great Vehicles,2016,176,2
60116-1,Ambulance Plane,City - Medical,2016,183,3
60117-1,Van & Caravan,City - Great Vehicles,2016,250,2
60118-1,Garbage Truck,City - Great Vehicles,2016,248,2
60119-1,Ferry,City - Great Vehicles,2016,301,2
60120-1,Volcano Starter Set,City - Volcano Explorers,2016,83,4
60121-1,Volcano Exploration Truck,City - Volcano Explorers,2016,175,2
60122-1,Volcano Crawler,City - Volcano Explorers,2016,324,3
60123-1,Volcano Supply Helicopter,City - Volcano Explorers,2016,330,3
60124-1,Volcano Exploration Base,City - Volcano Explorers,2016,824,6
60125-1,Volcano Heavy-Lift Helicopter,City - Volcano Explorers,2016,1277,8
60126-1,Tire Escape,City - Prison Island,2016,47,2
60127-1,Prison Island Starter Set,City - Prison Island,2016,92,4
60128-1,Police Pursuit,City - Prison Island,2016,184,2
60129-1,Police Patrol Boat,City - Prison Island,2016,200,4
60130-1,Prison Island,City - Prison Island,2016,754,8
60131-1,Crooks Island,City - Prison Island,2016,244,3
60132-1,Service Station,City - Traffic,2016,515,4
60133-1,City Advent Calendar,City - Seasonal,2016,290,7
60134-1,People Pack - Fun in the Park,City - Town,2016,157,15
66537-1,3-in-1 Super Pack,Friends - Product Collection,2016,350,
66538-1,Forests Value Pack,Duplo,2016,,
66539-1,Heartlake Value Pack,Friends,2016,,
66540-1,City Volcano Value Pack,City - Volcano Explorers,2016,,
66541-1,City Fire Value Pack,City - Fire,2016,368,
66542-1,Microfighters Super Pack 3 in 1,Star Wars - Product Collection,2016,267,
66543-1,Microfighters Super Pack 3 in 1,Star Wars - Product Collection,2016,268,
66545-1,Mighty Micros Mighty Pack 3 in 1,DC Comics Super Heroes - Product Collection,2016,244,
66547-1,"Axl's Tower Carrier, Extra Awesome Edition",Nexo Knights - Product Collection,2016,670,
66548-1,"Rock Roader, Extra Awesome Edition",Ninjago - Product Collection,2016,406,
66549-1,"Salvage M.E.C., Extra Awesome Edition",Ninjago - Product Collection,2016,439,
70310-1,Knighton Battle Blaster,Nexo Knights - Season 1,2016,76,2
70311-1,Chaos Catapult,Nexo Knights - Season 1,2016,93,2
70312-1,Lance's Mecha Horse,Nexo Knights - Season 1,2016,237,3
70313-1,Moltor's Lava Smasher,Nexo Knights - Season 1,2016,187,2
70314-1,Beast Master's Chaos Chariot,Nexo Knights - Season 1,2016,314,2
70315-1,Clay's Rumble Blade,Nexo Knights - Season 1,2016,367,5
70316-1,Jestro's Evil Mobile,Nexo Knights - Season 1,2016,658,2
70317-1,The Fortrex,Nexo Knights - Season 1,2016,1140,7
70318-1,The Glob Lobber,Nexo Knights - Season 2,2016,95,2
70319-1,Macy's Thunder Mace,Nexo Knights - Season 2,2016,202,3
70320-1,Aaron Fox's Aero-Striker V2,Nexo Knights - Season 2,2016,301,3
70321-1,General Magmar's Siege Machine of Doom,Nexo Knights - Season 2,2016,516,3
70322-1,Axl's Tower Carrier,Nexo Knights - Season 2,2016,670,4
70323-1,Jestro's Volcano Lair,Nexo Knights - Season 2,2016,1186,10
70324-1,Merlok's Library 2.0,Nexo Knights - Season 1,2016,288,3
70325-1,Infernox captures the Queen,Nexo Knights - Season 1,2016,253,2
70326-1,The Black Knight Mech,Nexo Knights - Season 2,2016,530,4
70327-1,The King's Mech,Nexo Knights - Season 1,2016,375,3
70330-1,Ultimate Clay,Nexo Knights - Ultimate,2016,72,1
70331-1,Ultimate Macy,Nexo Knights - Ultimate,2016,101,1
70332-1,Ultimate Aaron,Nexo Knights - Ultimate,2016,82,1
70333-1,Ultimate Robin,Nexo Knights - Ultimate,2016,75,1
70334-1,Ultimate Beast Master,Nexo Knights - Ultimate,2016,65,1
70335-1,Ultimate Lavaria,Nexo Knights - Ultimate,2016,69,1
70336-1,Ultimate Axl,Nexo Knights - Ultimate,2016,69,1
70337-1,Ultimate Lance,Nexo Knights - Ultimate,2016,75,1
70338-1,Ultimate General Magmar,Nexo Knights - Ultimate,2016,64,1
70339-1,Ultimate Flama,Nexo Knights - Ultimate,2016,67,1
70588-1,Titanium Ninja Tumbler,Ninjago - Day of the Departed,2016,342,3
70589-1,Rock Roader,Ninjago - Day of the Departed,2016,406,4
70590-1,Airjitzu Battle Grounds,Ninjago - Airjitzu,2016,666,5
70591-1,Kryptarium Prison Breakout,Ninjago - Skybound,2016,207,5
70592-1,Salvage M.E.C.,Ninjago - Day of the Departed,2016,439,4
70593-1,The Green NRG Dragon,Ninjago - Skybound,2016,567,5
70594-1,The Lighthouse Siege,Ninjago - Skybound,2016,767,8
70595-1,Ultra Stealth Raider,Ninjago - Day of the Departed,2016,1093,7
70596-1,Samurai X Cave Chaos,Ninjago - Day of the Departed,2016,1253,8
70599-1,Cole's Dragon,Ninjago - Skybound,2016,98,2
70600-1,Ninja Bike Chase,Ninjago - Skybound,2016,231,3
70601-1,Sky Shark,Ninjago - Skybound,2016,221,2
70602-1,Jay's Elemental Dragon,Ninjago - Skybound,2016,350,2
70603-1,Raid Zeppelin,Ninjago - Skybound,2016,294,3
70604-1,Tiger Widow Island,Ninjago - Skybound,2016,450,5
70605-1,Misfortune's Keep,Ninjago - Skybound,2016,754,6
71011-0,LEGO Minifigures - Series 15 {Random bag},Collectable Minifigures - Series 15,2016,,
71011-1,Farmer,Collectable Minifigures - Series 15,2016,6,1
71011-2,Astronaut,Collectable Minifigures - Series 15,2016,8,1
71011-3,Frightening Knight,Collectable Minifigures - Series 15,2016,7,1
71011-4,Clumsy Guy,Collectable Minifigures - Series 15,2016,6,1
71011-5,Tribal Woman,Collectable Minifigures - Series 15,2016,6,2
71011-6,Flying Warrior,Collectable Minifigures - Series 15,2016,10,1
71011-7,Faun,Collectable Minifigures - Series 15,2016,5,1
71011-8,Animal Control Officer,Collectable Minifigures - Series 15,2016,6,1
71011-9,Janitor,Collectable Minifigures - Series 15,2016,6,1
71011-10,Ballerina,Collectable Minifigures - Series 15,2016,5,1
71011-11,Laser Mech,Collectable Minifigures - Series 15,2016,8,1
71011-12,Kendo Fighter,Collectable Minifigures - Series 15,2016,6,1
71011-13,Shark Suit Guy,Collectable Minifigures - Series 15,2016,4,1
71011-14,Wrestling Champion,Collectable Minifigures - Series 15,2016,5,1
71011-15,Jewel Thief,Collectable Minifigures - Series 15,2016,7,1
71011-16,Queen,Collectable Minifigures - Series 15,2016,7,1
71011-17,LEGO Minifigures - Series 15 - Complete,Collectable Minifigures - Series 15,2016,102,17
71011-18,LEGO Minifigures - Series 15 - Sealed Box,Collectable Minifigures - Series 15,2016,,
71012-0,LEGO Minifigures - The Disney Series {Random bag},Collectable Minifigures - Disney,2016,,
71012-1,Stitch,Collectable Minifigures - Disney,2016,3,1
71012-2,Alien,Collectable Minifigures - Disney,2016,3,1
71012-3,Buzz Lightyear,Collectable Minifigures - Disney,2016,7,1
71012-4,Aladdin,Collectable Minifigures - Disney,2016,5,1
71012-5,Genie,Collectable Minifigures - Disney,2016,6,1
71012-6,Maleficent,Collectable Minifigures - Disney,2016,9,1
71012-7,Alice,Collectable Minifigures - Disney,2016,7,1
71012-8,Cheshire Cat,Collectable Minifigures - Disney,2016,4,1
71012-9,Daisy Duck,Collectable Minifigures - Disney,2016,5,1
71012-10,Donald Duck,Collectable Minifigures - Disney,2016,5,1
71012-11,Minnie Mouse,Collectable Minifigures - Disney,2016,5,1
71012-12,Mickey Mouse,Collectable Minifigures - Disney,2016,3,1
71012-13,Mr. Incredible,Collectable Minifigures - Disney,2016,5,1
71012-14,Syndrome,Collectable Minifigures - Disney,2016,6,1
71012-15,Peter Pan,Collectable Minifigures - Disney,2016,6,1
71012-16,Captain Hook,Collectable Minifigures - Disney,2016,5,1
71012-17,Ursula,Collectable Minifigures - Disney,2016,5,1
71012-18,Ariel,Collectable Minifigures - Disney,2016,6,1
71012-19,LEGO Minifigures - The Disney Series - Complete,Collectable Minifigures - Disney,2016,95,18
71012-20,LEGO Minifigures - The Disney Series - Sealed Box,Collectable Minifigures - Disney,2016,,
71013-0,LEGO Minifigures - Series 16 {Random bag},Collectable Minifigures - Series 16,2016,,
71013-1,Ice Queen,Collectable Minifigures - Series 16,2016,11,1
71013-2,Desert Warrior,Collectable Minifigures - Series 16,2016,5,1
71013-3,Cyborg,Collectable Minifigures - Series 16,2016,7,1
71013-4,Cute Little Devil,Collectable Minifigures - Series 16,2016,9,1
71013-5,Spooky Boy,Collectable Minifigures - Series 16,2016,6,1
71013-6,Hiker,Collectable Minifigures - Series 16,2016,7,1
71013-7,Wildlife Photographer,Collectable Minifigures - Series 16,2016,7,1
